drugId,targetId,smiles,prefName
CHEMBL1703,ENSG00000109390,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000110717,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000115159,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000115286,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000119013,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000119421,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000123545,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000125356,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000128609,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000130414,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000131495,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000136521,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000137806,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000139180,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000140990,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000145494,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000147123,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000147684,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000151366,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000158864,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000160194,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000164182,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000164258,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000165264,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
CHEMBL1703,ENSG00000166136,CN(C)C(=N)NC(=N)N.Cl,METFORMIN HYDROCHLORIDE
